,claim,URL,truth_value,date,topic
3735,"Says the Clinton Foundation ""accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates,"" which violated ""a ban on all contributions to the Foundation from foreign nations.""",https://www.politifact.com/factchecks/2016/jun/20/steve-chabot/ohios-steve-chabot-compares-trump-u-clinton-founda/,barely-true,"June 8, 2016",elections
3736,"""We’re the only advanced democracy in the world that makes it harder for people to vote.""",https://www.politifact.com/factchecks/2016/jun/20/barack-obama/barack-obama-austin-says-us-only-advanced-democrac/,half-true,"March 11, 2016",elections
3737,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",https://www.politifact.com/factchecks/2016/jun/19/donald-trump/donald-trump-said-its-illegal-delegates-change-rul/,barely-true,"June 19, 2016",elections
3738,"""@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.""",https://www.politifact.com/factchecks/2016/jun/17/joaquin-castro/joaquin-castro-trump-san-antonio-60-percent-mexica/,mostly-true,"June 6, 2016",elections
3739,"""More than 32,000 Americans lose their lives to gun violence each year.""",https://www.politifact.com/factchecks/2016/jun/14/safety-all-initiative/mostly-true-california-initiatives-claim-guns-kill/,mostly-true,"June 13, 2016",elections
3740,On his support for Donald Trump.,https://www.politifact.com/factchecks/2016/jun/14/scott-walker/scott-walkers-support-donald-trump-some-inconsiste/,half-flip,"June 8, 2016",elections
3741,"Says Bernie Sanders ""wins California landslide, But ⅔ of his votes aren’t counted.""",https://www.politifact.com/factchecks/2016/jun/10/blog-posting/pants-fire-viral-rumor-bernie-sanders-won-californ/,pants-fire,"June 7, 2016",elections
3742,Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.,https://www.politifact.com/factchecks/2016/jun/08/georgians-bernie-sanders-president/pro-sanders-group-target-about-their-candidates-po/,mostly-true,"May 23, 2016",elections
3743,"We’ve broken ""by millions"" the all-time record for votes in a GOP presidential primary election.",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/no-donald-trump-you-havent-broken-voting-record-mi/,false,"June 1, 2016",elections
3744,"""Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbers and always at a larger margin than Secretary Clinton is.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-he-polls-better-against-donald/,mostly-true,"May 29, 2016",elections
3745,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.""",https://www.politifact.com/factchecks/2016/may/27/newt-gingrich/newt-gingrich-offends-history-claims-trumps-timeli/,pants-fire,"May 27, 2016",elections
3746,"Says Will Hurd ""cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.""",https://www.politifact.com/factchecks/2016/may/26/pete-gallego/did-will-hurd-vote-border-security-bill-would-cut-/,half-true,"April 22, 2016",elections
3747,"""Let me say that I don't think (Bernie Sanders has) had a single negative ad ever run against him.""",https://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clinton-wrong-negative-ads-bernie-sanders/,false,"May 22, 2016",elections
3748,"Says ""Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.""",https://www.politifact.com/factchecks/2016/may/20/national-republican-congressional-committee/nrcc-wrongly-says-jacky-rosen-refused-say-if-she-s/,pants-fire,"May 16, 2016",elections
3749,"Nevada Democratic Party leaders ""hijacked the process on the floor"" of the state convention ""ignoring the regular procedure and ramming through what they wanted to do.""",https://www.politifact.com/factchecks/2016/may/18/jeff-weaver/allegations-fraud-and-misconduct-nevada-democratic/,false,"May 17, 2016",elections
3750,"""The United States has a low voter turnout rate.""",https://www.politifact.com/factchecks/2016/may/16/mamie-locke/mamie-locke-says-us-has-low-voter-turnout-rate/,true,"May 8, 2016",elections
3751,"""For the first time in over 40 years, Republicans don’t hold a single statewide office"" in Virginia.",https://www.politifact.com/factchecks/2016/may/12/ed-gillespie/ed-gillespie-says-gop-shut-out-va-statewide-office/,true,"April 30, 2016",elections
3752,"""You have to be a citizen to vote,"" but with same-day voter registration, ""you have places where people just walk in and vote.""",https://www.politifact.com/factchecks/2016/may/08/donald-trump/donald-trump-wrongly-says-noncitizens-can-vote-whe/,false,"May 8, 2016",elections
3753,On supporting the eventual Republican presidential nominee,https://www.politifact.com/factchecks/2016/may/06/paul-ryan/vexed-donald-trump-has-paul-ryan-changed-his-posit/,half-flip,"May 5, 2016",elections
3754,ColoradoCare would have higher revenues than McDonald’s.,https://www.politifact.com/factchecks/2016/may/04/colorado-health-institute/report-says-coloradocare-would-have-higher-revenue/,mostly-true,"April 8, 2016",elections
3755,"""Here in California, Donald Trump has given $12,000 to Jerry Brown, Gavin Newsom and Kamala Harris.""",https://www.politifact.com/factchecks/2016/may/03/ted-cruz/yep-donald-trump-gave-12k-jerry-brown-gavin-newsom/,mostly-true,"April 30, 2016",elections
3756,"""In the history of Republican primaries, I’ve gotten the most votes in the history of the Republican party.""",https://www.politifact.com/factchecks/2016/may/02/donald-trump/donald-trumps-claim-about-receiving-most-votes-eve/,false,"April 29, 2016",elections
3757,"Winning enough pledged delegates is ""not impossible.""",https://www.politifact.com/factchecks/2016/may/02/bernie-sanders/sanders-its-not-impossible-get-enough-delegates-wi/,mostly-true,"May 1, 2016",elections
3758,"""After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.""",https://www.politifact.com/factchecks/2016/may/02/john-kasich/yes-john-kasich-bragging-about-being-unpopular/,true,"April 24, 2016",elections
3759,"""I earned more votes in the state of Wisconsin than Donald Trump did in New York.""",https://www.politifact.com/factchecks/2016/apr/25/ted-cruz/ted-cruz-says-he-won-more-votes-wisconsin-donald-t/,true,"April 25, 2016",elections
3760,"""Texas has 600,000 registered voters who don’t have the kind of photo ID needed to vote.""",https://www.politifact.com/factchecks/2016/apr/22/tom-smitty-smith/tom-smith-public-citizen-says-600000-texas-registe/,mostly-true,"April 14, 2016",elections
3761,"""Ted Cruz is mathematically out of winning the race.""",https://www.politifact.com/factchecks/2016/apr/20/donald-trump/trump-largely-accurate-cruz-has-been-mathematicall/,mostly-true,"April 20, 2016",elections
3762,"The Colorado caucus system for selecting Republican delegates is ""rigged.""",https://www.politifact.com/factchecks/2016/apr/19/donald-trump/trump-calls-colorado-caucus-system-rigged-theres-n/,false,"April 11, 2016",elections
3763,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",https://www.politifact.com/factchecks/2016/apr/19/corey-lewandowski/donald-trump-manager-corey-lewandowski-botches-cla/,false,"April 17, 2016",elections
3764,"""We win when voter turnout is high, we lose when it is low.""",https://www.politifact.com/factchecks/2016/apr/19/bernie-sanders/sanders-largely-base-saying-we-win-when-voter-turn/,barely-true,"April 12, 2016",elections
3765,"Says Jeb Bush and Marco Rubio ""had it set so that the winner takes everything, because they wanted to make sure that I didn't get anything"" in the Florida primary.",https://www.politifact.com/factchecks/2016/apr/18/donald-trump/donald-trump-says-marco-rubio-and-jeb-bush-had-flo/,false,"April 12, 2016",elections
3766,"Austin’s Stop Abuse for Everyone has seen in its offices ""sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.""",https://www.politifact.com/factchecks/2016/apr/15/our-city-our-safety-our-choice/our-city-backers-give-incomplete-account-reported-/,half-true,"April 8, 2016",elections
3767,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the party’s convention, and seven of those times ""somebody who was not the leader of delegates was selected as the nominee of the party.""",https://www.politifact.com/factchecks/2016/apr/15/john-kasich/7-times-delegate-leader-wasnt-one-who-got-gop-nomi/,mostly-true,"March 29, 2016",elections
3768,"""The polling shows over and over again that, unlike Donald Trump, that with me as the nominee, we beat Hillary Clinton.""",https://www.politifact.com/factchecks/2016/apr/12/ted-cruz/ted-cruz-repeats-mostly-false-claim-about-polls-sh/,barely-true,"April 11, 2016",elections
3769,On supporting winner of Democratic primary with her superdelegate vote.,https://www.politifact.com/factchecks/2016/apr/12/martha-laning/has-wisconsins-democratic-party-leader-flip-floppe/,full-flop,"April 6, 2016",elections
3770,Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.,https://www.politifact.com/factchecks/2016/apr/11/committee-restore-americas-greatness/pants-fire-claim-there-were-over-600-reports-trump/,pants-fire,"April 6, 2016",elections
3771,"""Team Trump has accused Ted Cruz of fraud"" in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.""",https://www.politifact.com/factchecks/2016/apr/11/frank-luntz/frank-luntz-says-team-trump-has-accused-ted-cruz-f/,half-true,"April 6, 2016",elections
3772,"""There are no rules governing"" the 2016 Republican convention, ""the rules have not been set.""",https://www.politifact.com/factchecks/2016/apr/08/john-kasich/no-rules-place-picking-gop-presidential-nominee-go/,mostly-true,"April 3, 2016",elections
3773,"Says Hillary Clinton ""has been saying lately that she thinks that I am, 'not qualified to be president.' """,https://www.politifact.com/factchecks/2016/apr/07/bernie-sanders/bernie-sanders-not-qualified-be-president-hillary-/,barely-true,"April 6, 2016",elections
3774,"Say Bernie Sanders ""won Nevada after all.""",https://www.politifact.com/factchecks/2016/apr/07/blog-posting/no-bernie-sanders-didnt-retroactively-win-nevada/,false,"April 2, 2016",elections
3775,"""More people are struck by lightning than commit in-person voter fraud"" by impersonation.",https://www.politifact.com/factchecks/2016/apr/07/mark-pocan/which-happens-more-people-struck-lightning-or-peop/,true,"April 7, 2016",elections
3776,"""Many just call him 'Lyin' Ted.' ... His TV ad about John Kasich? Lie! Stations had to pull it off the air.""",https://www.politifact.com/factchecks/2016/apr/06/new-day-america/john-kasichs-super-pac-slams-ted-cruz-tv-ad-cruzs-/,false,"March 31, 2016",elections
3777,"""I have 2 and a half million more votes than he (Sanders) does.""",https://www.politifact.com/factchecks/2016/apr/05/hillary-clinton/does-clinton-really-have-25-million-more-votes-san/,mostly-true,"April 5, 2016",elections
3778,"""Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined.""",https://www.politifact.com/factchecks/2016/apr/04/californians-lower-drug-prices/big-pharma-not-king-ballot-spending-california-its/,half-true,"March 21, 2016",elections
